2025-08-04 22:03:49.634,keyboard,1,0.8467962145805359
2025-08-04 22:03:49.919,laptop,1,0.5883854627609253
2025-08-04 22:03:51.781,laptop,1,0.9164565205574036
2025-08-04 22:03:52.101,laptop,1,0.9030422568321228
2025-08-04 22:03:52.582,person,5,0.5352240204811096
2025-08-04 22:03:52.690,laptop,1,0.8943527936935425
2025-08-04 22:03:53.055,laptop,1,0.9121391177177429
2025-08-04 22:03:53.056,remote,9,0.6174675226211548
2025-08-04 22:03:53.396,laptop,1,0.9099053144454956
2025-08-04 22:03:53.396,cup,10,0.8982933163642883
2025-08-04 22:03:53.744,laptop,1,0.7151548266410828
2025-08-04 22:03:54.065,laptop,1,0.925051748752594
2025-08-04 22:03:54.374,laptop,1,0.947839081287384
2025-08-04 22:03:54.645,laptop,1,0.9345575571060181
2025-08-04 22:03:54.646,bottle,13,0.7721655964851379
2025-08-04 22:03:54.894,laptop,1,0.9267997145652771
2025-08-04 22:03:54.894,bottle,13,0.5284506678581238
2025-08-04 22:03:55.168,laptop,1,0.921362042427063
2025-08-04 22:03:55.438,laptop,1,0.9166969060897827
2025-08-04 22:03:55.688,laptop,1,0.9243152141571045
2025-08-04 22:03:56.005,laptop,1,0.8943461179733276
2025-08-04 22:03:56.289,laptop,1,0.9186047911643982
2025-08-04 22:03:56.290,bottle,13,0.7012467384338379
2025-08-04 22:03:56.521,laptop,1,0.859375
2025-08-04 22:03:56.521,bottle,13,0.7099992036819458
2025-08-04 22:03:56.790,laptop,1,0.899125874042511
2025-08-04 22:03:56.791,bottle,13,0.8699871897697449
2025-08-04 22:03:57.031,laptop,1,0.8759123086929321
2025-08-04 22:03:57.032,bottle,13,0.901460587978363
2025-08-04 22:03:57.290,laptop,1,0.9238288402557373
2025-08-04 22:03:57.291,bottle,13,0.8865163922309875
2025-08-04 22:03:57.581,laptop,1,0.9253042936325073
2025-08-04 22:03:57.583,bottle,13,0.8147798180580139
2025-08-04 22:03:58.214,cup,5,0.9099173545837402
2025-08-04 22:03:58.452,cup,5,0.9051655530929565
2025-08-04 22:03:58.696,cup,5,0.9094486832618713
2025-08-04 22:03:58.697,remote,26,0.6804454922676086
2025-08-04 22:03:58.943,cup,5,0.8907670378684998
2025-08-04 22:03:58.944,remote,26,0.7669963240623474
2025-08-04 22:03:59.179,cup,5,0.9222244620323181
